,mean,CI2.5%,CI97.5%
1,-0.05077431150862775,-0.10268894548481045,0.088577062075054
2,-0.08417508427923451,-0.13338071698855472,0.08315750949755144
3,-0.008071758832818956,-0.05499369166313154,0.11142878245697306
4,-0.33094838593831577,-0.42267683379473675,-0.041957002665789556
5,-0.08874993776002892,-0.15285126501003668,0.10031408718705558
6,-0.06552159146937296,-0.09981373073629388,0.0640015527582643
7,0.058301736447131616,-0.02267226528587806,0.23285124614481295
8,0.026738811302833083,-0.03951113402047235,0.1913658464772055
9,0.12941680609786668,0.08855370999318721,0.25408282579294317
10,0.1273817870235,0.08174519746570985,0.2435778209713708
11,0.03305045194992537,-0.01412745440370708,0.15596929988327216
12,0.09985848095669893,0.058528592234915335,0.2360006919637016
13,0.12020040390894417,0.08307886842078878,0.24687492402492583
14,0.015105266282328436,-0.036501923838235306,0.15752598479754895
15,0.007787714693394612,-0.03801091983940215,0.1548867601720867
16,0.12867948186159295,0.08501735487701492,0.2581832831327098
17,-0.1193609236648264,-0.16481297441512166,0.0360260676838102
18,-0.12265083078461847,-0.1771394249485679,0.01598280955078775
19,0.1132730550662462,0.06616659793612933,0.24054330407229113
20,-0.23551182620290514,-0.29481245948776846,-0.05199983644559585
21,0.1482409801951584,0.1041699937242194,0.27285187917869913
22,-0.14163132627985728,-0.18558943933528027,-0.01216730135368002
23,-0.07799604527678357,-0.1306788808112271,0.06762837276872427
24,0.23122006932508604,0.1704151631164243,0.4143404813001178
25,0.23869742142104708,0.18506427753550433,0.36647795354910334
26,-0.11979173895728236,-0.16295358272877164,-0.008942536795515732
27,-0.011756804092187868,-0.08528645636936513,0.17594136541670938
28,-0.08437757200436867,-0.12938721097495737,0.050393271688053146
29,0.04095995661222905,-0.004290681738376982,0.1955613786938726
30,0.020212378701316806,-0.028685799425791997,0.14876387960249887
31,0.03146316582365789,-0.01204523454574228,0.1885657194148818
32,-0.13105052405076464,-0.1964399374306287,0.0336653978567799
33,-0.0021523739111783753,-0.0507451578317064,0.11022835093788876
34,-0.08466809100395055,-0.134301743975451,0.07555917893902071
35,0.06366752838937702,0.021091056797815436,0.1991759640998506
36,-0.11889619648902297,-0.16826488491861366,0.030036242567488
37,0.005324463423106158,-0.07079530732508071,0.1989459812214883
38,0.007147930289762266,-0.036112659812098345,0.15843798154318262
39,-0.12351871460077853,-0.17762175646228512,0.04785062044455923
40,0.18956853246050298,0.13527536803068074,0.3487108721046484
41,0.07818725694791687,0.02492361858524407,0.19176395166044435
42,0.04314988602921681,-0.008913447865967768,0.18979850973268036
43,-0.09880576397926459,-0.1732196824605435,0.13167827087624132
44,0.28413157009142154,0.18906872821470594,0.4935574827179166
45,0.006316289476062352,-0.055412401448464266,0.1812712186297134
46,-0.058490295811378205,-0.10493998119580125,0.04102964975538245
47,0.09682215072301908,0.041279347939926735,0.24468476278367376
48,0.06426881780552846,0.004139965909533971,0.2530512550448593
49,0.043438039884334284,0.002978435796742236,0.2054362550028328
50,0.16458143138335288,0.12297205286036259,0.2713946209776353
51,0.04863787113695918,0.0012454963987047485,0.20486100560274406
52,0.04175915165004295,-0.005332102625571183,0.16905639020283378
53,0.018165117020879293,-0.03619800923013084,0.15353515365372214
54,-0.054448137205243684,-0.10207964996864782,0.07620472052686542
55,0.0796750156859754,0.025040253092732542,0.2064527647882405
56,0.07433097649786882,0.014165325136869591,0.19709831122827473
57,0.13647495935389,0.09101736734852997,0.25069813594031964
58,-0.15042322382562423,-0.19393386531155116,0.004692485612039344
59,0.015114878299640602,-0.017599233437381998,0.11996611438478239
60,0.03142844124672457,-0.03337875034992844,0.18176633649344026
61,0.02137173431963784,-0.026847684243515496,0.1376653695405821
62,0.053091683563278,0.016270296524458397,0.16274754934121377
63,-0.04789790628701065,-0.0937945579929556,0.11913195501549283
64,-0.11742125096192804,-0.16338431519777888,0.00018391254785102285
65,0.15112810796530918,0.10311023806547241,0.2653179056750743
66,0.10306698526615436,0.06359155963214685,0.2119040540209223
67,-0.04580619423997196,-0.11385386283603859,0.12479593425471838
68,-0.0394665061034676,-0.13491414783555258,0.20706529253259393
69,0.07519850188653864,0.04040389540522124,0.2014397369186226
70,0.07661551526674965,0.038641409097091045,0.20356298723683866
71,0.10561532343437938,0.0636963346200255,0.22941670168742648
72,0.07378527432569762,0.03954237238014756,0.20060012092434895
73,-0.07190874207438004,-0.13243724961687137,0.11440300645291927
74,0.05095634320250154,0.011211184529814476,0.16223384245760572
75,0.014380293317593244,-0.08336562432111277,0.28014352428721584
76,-0.1477013765504236,-0.22825213802581945,0.17045625502050057
77,-0.1602225072204867,-0.2028250023527255,-0.02668102922327036
78,0.0947241017913512,0.04131775465132763,0.26975142119765316
79,0.1190048694796901,0.07777602352792432,0.21957649331422555
80,-0.14210211212852658,-0.1980081094338969,0.06365076608470002
81,-0.12329632197534232,-0.17383680032702373,0.0004662599621983619
82,-0.0931024900990892,-0.13465257067552716,0.0184655254039831
83,0.0022682285842390935,-0.07073146235361093,0.20170597288727563
84,-0.03456841266065192,-0.08385815783967698,0.08934797233362039
85,-0.09840945328082301,-0.14183958036333918,0.021663279098240576
86,-0.03579043041286432,-0.08865453138651128,0.10744940210511779
87,0.108782776006208,0.028321680971216276,0.3642761531645309
88,0.04547502835269364,-0.011823328274628404,0.1923620819499984
89,-0.177514736001451,-0.2634389981862746,0.14639063228957447
90,-0.06135467693893398,-0.11083954887894154,0.07834692901671168
91,0.10926534390534483,0.06272864649928478,0.2242900159108739
92,0.06741893504317599,0.021392975590459454,0.2314512366752089
93,0.03320087010355593,-0.008647289632499583,0.15862875472111335
94,0.1135584983192245,0.07325107676104309,0.23597889240117728
95,-0.030780876062199633,-0.07486906887880579,0.12130855902044652
96,0.10860868933181185,0.06044295945105995,0.24765787352795354
97,0.13825976752713068,0.09526633943603639,0.2624496078286492
98,-0.08708232309595307,-0.11523172530590912,0.03099203018645636
99,-0.1527361876656439,-0.2037046387833811,-0.028044177305701735
100,-0.0936635258515233,-0.14923044251485165,0.058078199075692616
101,0.1989628082196333,0.1651517962493529,0.3341657817812315
102,-0.1385302905784681,-0.19762085646871508,-0.0032550026264055515
103,-0.013770877700453566,-0.061064678868696695,0.11671674680058264
104,-0.05399483503992517,-0.11706161806292513,0.09731940724583334
105,-0.08347362964682237,-0.12111520424538579,0.020266739771401514
106,-0.09626787419197928,-0.14337074495899363,0.04270478661576446
107,-0.08270681828929013,-0.11905889055591432,0.04605456824902527
108,-0.09967327753364585,-0.14224178958164269,-0.0014788341025797347
109,-0.081700752198899,-0.11928528673796293,0.025482839434031977
110,-0.05202305425368576,-0.09070706962247418,0.07699186580109277
