N2_G0_ANC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA530,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
MA563,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
RIAIL_1,0.11688963,0.08194054,0.0,0.0,0.26059115,1.0,0.23495354,0.0051801354,0.0,0.0,0.0,0.0,0.0017802801,0.0,0.0,0.0,0.0,0.0,1.0,0.059772044,1.0,0.0,0.31370875,0.98886824,0.9827644,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.027871097,1.0,0.0,0.0,0.0,0.06758617,1.0,0.21788637,0.0,0.6271709,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.99106896,1.0,0.0,0.0,0.99768686,1.0,0.0,0.0,0.51119936,0.009988965,0.0,0.0,0.0,0.0,0.9951923,0.004646349,0.028642708,1.0,0.98396283,0.0,0.0,0.9969439,1.0,1.0,0.9805712,1.0,0.8352206,1.0,0.31969616,0.19341512,0.33683643,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.3408324,0.0,1.0,1.0,0.12529379,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9357444,0.8741486,0.022598047,1.0,0.99391115,0.0,0.0,0.0,0.0,0.002738278,0.0,1.0,0.0,0.997251,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.13959609,0.0,0.3379908,0.0,1.0,0.0,0.8393482,0.712735,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.22174914,1.0,0.0005521673,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.2792919,1.0,0.0,1.0,0.006818663
RIAIL_2,1.0,1.0,1.0,0.92997086,0.0,1.0,0.19305138,0.011382644,0.0,0.0,0.0,0.0,0.0036144175,0.0,0.010186769,0.0,0.2630951,0.33610964,0.0,0.52008194,1.0,0.0,0.39840108,1.0,1.0,0.0,0.5143357,0.022139361,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.9844661,1.0,0.0037665477,0.97773975,0.99057347,0.0,0.0,1.0,0.0,0.0,0.0,0.35732475,0.0,1.0,1.0,1.0,0.9468573,0.0,1.0,1.0,0.99871206,0.0027915756,0.0015570794,0.0012129891,1.0,1.0,0.0,0.0,1.0,1.0,0.005784298,0.661449,1.0,1.0,1.0,1.0,0.035387706,1.0,0.4659003,0.38282537,1.0,0.0,0.0,0.6838126,0.0,0.0,0.061013218,0.0,0.0,1.0,1.0,0.0,0.42660505,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.014291424,0.05766128,1.0,0.027185036,0.0029573655,0.11360958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7534981,1.0,0.03777618,1.0,0.95941746,0.00577957,0.003314216,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0013133867,0.0012237157,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.59190583,0.90470564,0.91627806,1.0,0.96538234,0.044717457,0.0,0.0,0.0,1.0,1.0,0.0069639497,0.0014006037,0.0,0.0,0.0,0.4990405,1.0,0.0,0.0,1.0,1.0,1.0,0.0020692488,1.0,1.0,1.0,0.0062385984,1.0,1.0,0.0,1.0,0.0035326637
RIAIL_3,0.0,0.0,1.0,0.28662896,1.0,1.0,0.90276057,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9902354,0.0,0.0,1.0,0.025546014,0.9965049,0.0,0.33256537,1.0,1.0,1.0,0.61797094,0.0,1.0,0.0,0.68773085,0.025552081,0.0,1.0,1.0,0.0,0.9915469,1.0,0.0,0.9752808,1.0,0.0,0.0,0.78187823,1.0,0.0,0.37854624,1.0,0.0,0.9672592,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.329806,0.0019651793,0.0,0.0,0.0,0.0,0.9963064,0.0065337964,0.0,1.0,1.0,0.031879395,0.0,0.99631834,1.0,1.0,0.98410046,1.0,1.0,0.2860311,0.25863484,0.22302267,0.43856353,0.15541328,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16446891,1.0,0.9901599,1.0,1.0,1.0,1.0,1.0,1.0,0.5120371,0.27096656,0.42140397,0.19343075,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0123782465,1.0,0.0,0.0,0.4816343,1.0,0.0,1.0,0.3041946,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0005307844,0.0,0.60621417,0.9763796,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.009819901,0.2169767,1.0,0.0,1.0,0.011433965
RIAIL_4,0.0,0.0,0.023995813,0.082370035,0.0,0.17083192,0.9402808,0.87187886,0.0,1.0,1.0,1.0,1.0,1.0,0.9863225,0.9844243,0.023646785,0.0,1.0,0.041177638,1.0,0.0,0.0,1.0,1.0,1.0,0.43743607,0.8853539,0.0,1.0,0.0,0.055053912,0.026193546,1.0,0.984194,0.0,0.97432905,0.9807583,0.007889014,0.91419864,1.0,0.0,0.029451508,1.0,1.0,1.0,0.0,0.50016963,0.0,1.0,0.9829686,0.981965,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0014470085,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9666159,0.6742055,0.85798687,0.0,0.0,0.0,0.9956388,1.0,1.0,0.2355604,0.11411149,0.0,1.0,0.50036454,0.0,1.0,0.0,1.0,1.0,0.9949473,0.9960731,0.0,1.0,1.0,0.0,0.0,0.54021543,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30343735,0.0,0.23851812,0.9501153,0.5528207,0.7563221,0.22047006,0.0,0.0,0.6593503,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.09633645,0.0,0.7198862,0.7391833,1.0,1.0,0.0,1.0,0.0,1.0,0.95205814,0.9765446,1.0,0.0,0.011259288,0.99301904,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0006495295,0.23583032,0.95608366,0.0,0.0,1.0,1.0,1.0,0.002659464,1.0,1.0,0.9864318,0.0075426786,0.18862565,1.0,0.0068993573,1.0,0.007010368
RIAIL_5,0.0,0.0,0.0,0.07633118,1.0,1.0,0.806723,0.0,1.0,1.0,1.0,0.9860734,1.0,1.0,0.97962475,1.0,0.0,0.47526476,1.0,0.13676253,0.0,1.0,0.9360931,0.0,0.0,0.43690494,0.45301124,0.7631756,0.0,1.0,0.04222835,1.0,1.0,0.0,0.0,1.0,0.022010129,0.0,1.0,0.0022133328,0.0,1.0,0.90719104,0.3887112,1.0,1.0,0.0,1.0,1.0,0.014202538,0.0,0.0,0.028562523,0.9674135,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03440194,0.08449049,0.9635797,0.0,0.0,1.0,0.0,0.069063224,0.18594831,0.15699697,0.0,0.0,0.3230438,0.0,1.0,0.45501813,0.0,0.0,0.0,0.008068862,0.0,1.0,0.004553645,0.0,1.0,1.0,0.9457193,0.0,1.0,1.0,1.0,1.0,0.99511683,1.0,1.0,1.0,1.0,1.0,0.0,0.7867496,1.0,1.0,0.68763274,0.67386866,1.0,0.7396287,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.19840306,0.0,1.0,0.24445762,0.0,1.0,0.0,0.44450146,1.0,0.31010333,0.0,1.0,0.4811771,0.12319481,0.0,0.0,0.0,0.0,0.0,0.0022244577,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.51351374,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.05581622
RIAIL_6,1.0,0.98786503,0.9840559,0.9213077,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9908319,1.0,0.9883713,0.985532,1.0,0.04575555,0.0,1.0,0.0,0.0,1.0,1.0,0.77423686,0.4850634,1.0,0.3722087,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.99321085,0.056703076,0.0,0.90708166,0.0,0.0,1.0,0.925594,0.39254773,1.0,0.40495154,0.0,1.0,0.0,0.5347082,0.03602469,0.03433595,0.0,1.0,0.0010747028,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.99582076,0.0012948483,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.010258391,0.06816136,0.9553343,0.055825666,1.0,1.0,0.005780534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6606932,0.6759608,1.0,0.0,0.0,0.0,0.0,0.99480516,0.0,0.0,1.0,1.0,0.08803304,1.0,0.0,1.0,0.27181876,0.8598692,1.0,0.9904999,0.9983146,0.99931467,1.0,0.9983816,1.0,0.90620416,0.0,0.0765258,0.9937987,1.0,0.008685905,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.9974227,0.98878944,0.0,1.0,1.0,0.06823642,0.0,0.0,1.0,0.8539929,0.7531257,0.0,1.0,0.0,0.0,0.97362894,0.0,0.99378324,1.0,0.0,0.0,0.0,0.0,0.0,0.7978406,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
RIAIL_7,0.98083395,1.0,1.0,0.9370733,0.0,0.8632686,1.0,0.83958256,1.0,1.0,0.99124056,0.0,1.0,0.99045205,0.98930794,1.0,0.02341655,0.0,1.0,0.0,0.99337864,0.0,1.0,1.0,1.0,0.0,0.6092422,0.0,1.0,0.042484917,0.0,1.0,0.113862045,0.48096427,1.0,0.0,0.9792054,1.0,0.0,0.903898,1.0,0.0,1.0,0.775153,1.0,1.0,0.0,0.44216555,0.30695876,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.99165326,0.0,0.0,1.0,1.0,0.0,0.0,0.7630792,0.0009594223,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9811282,1.0,0.036407832,0.0,0.99616724,1.0,1.0,0.89594084,1.0,0.0,1.0,1.0,0.11701776,0.19289179,0.0,0.0,1.0,0.9939173,1.0,0.0,1.0,1.0,0.0,0.0,0.62977904,0.0,1.0,1.0,0.09578346,1.0,0.994645,1.0,1.0,1.0,1.0,1.0,0.0,0.9096304,1.0,0.07025062,1.0,1.0,0.0,0.012350983,0.0,0.0,1.0,1.0,0.0,1.0,0.0035203712,1.0,1.0,0.0,1.0,0.9941235,0.0,0.0,0.0,0.96867967,1.0,0.0,0.24127965,0.0,0.7041284,0.0,0.5303967,0.13418572,0.99040973,1.0,1.0,1.0,0.0,0.0,0.0005859983,0.000575811,0.0,0.0,0.98911625,0.0,0.0,0.9876375,1.0,1.0,0.0,1.0,1.0,0.0,0.0351413,0.0,1.0,0.0,1.0,0.0077353586
